dataset,esn,unit,flight_cycle,datetime,operator,depart_icao,destination_icao,hpc_eff_mod,hpc_flow_mod,tra,t2,t24,t30,t50,p2,p15,p30,nf,nc,epr,ps30,phi,nrf,nrc,bpr,farb,htbleed,nf_dmd,pcnfr_dmd,w31,w32,rul
test_FD001,999132,32,21,1/4/2018 3:26,AXM,WMKK,VTBD,0.0012,0.0002,100,518.67,1561.21,1586.5,1398.61,14.62,21.61,555.09,2387.95,9068.67,1.3,47.16,523.11,2387.96,8152.25,8.3328,0.03,391,2388,100,38.86,23.543,48.0
test_FD001,999132,32,57,1/10/2018 17:11,AXM,WMKK,WBKW,0.0025,-0.0004,100,518.67,1561.37,1583.64,1387.78,14.62,21.61,554.16,2387.97,9068.21,1.3,47.09,522.26,2387.93,8147.81,8.3689,0.03,391,2388,100,39.1,23.4722,48.0
test_FD001,999132,32,112,1/18/2018 5:03,AXM,VMMC,WMKK,0.0048,0.0,100,518.67,1561.2900000000002,1585.71,1400.75,14.62,21.61,554.06,2388.03,9082.44,1.3,47.27,522.08,2388.01,8160.67,8.4113,0.03,394,2388,100,38.95,23.4102,48.0
test_FD001,999132,32,87,1/14/2018 18:15,AXM,WMKK,WAAA,0.0014,0.0005,100,518.67,1561.24,1590.57,1398.35,14.62,21.61,555.55,2388.01,9072.86,1.3,47.26,522.53,2388.01,8158.44,8.4049,0.03,391,2388,100,39.12,23.3142,48.0
test_FD001,999132,32,17,1/3/2018 17:22,AXM,WMKK,VDPP,-0.0016,0.0005,100,518.67,1561.49,1581.93,1387.45,14.62,21.61,554.82,2388.05,9064.02,1.3,47.08,522.58,2387.99,8145.15,8.4077,0.03,391,2388,100,39.07,23.3271,48.0
test_FD001,999132,32,49,1/9/2018 17:10,AXM,WMKK,WBKW,-0.0021,0.0,100,518.67,1560.9,1583.06,1394.08,14.62,21.61,554.71,2387.99,9069.52,1.3,47.02,522.29,2388.05,8152.59,8.4036,0.03,391,2388,100,38.85,23.3535,48.0
test_FD001,999132,32,145,1/23/2018 4:13,AXM,WMKK,WBGB,-0.0033,-0.0001,100,518.67,1562.3000000000002,1587.37,1406.22,14.62,21.61,553.84,2388.05,9105.13,1.3,47.48,522.3,2388.05,8173.9,8.438,0.03,394,2388,100,38.84,23.3456,48.0
test_FD001,999132,32,10,1/2/2018 7:23,AXM,VHHH,WMKK,0.0004,-0.0002,100,518.67,1561.0300000000002,1581.34,1402.23,14.62,21.61,554.17,2387.92,9068.51,1.3,47.17,522.17,2388.02,8156.27,8.3857,0.03,390,2388,100,39.09,23.4791,48.0
test_FD001,999132,32,78,1/13/2018 5:35,AXM,WMKK,VYYY,-0.0005,-0.0004,100,518.67,1561.65,1574.05,1402.73,14.62,21.61,554.97,2388.04,9065.92,1.3,47.17,522.28,2387.99,8157.22,8.4213,0.03,392,2388,100,38.85,23.355,48.0
test_FD001,999132,32,67,1/11/2018 23:57,AXM,WMKK,WBSB,0.0006,0.0004,100,518.67,1561.93,1582.79,1393.79,14.62,21.61,555.0,2388.02,9071.55,1.3,47.11,522.59,2388.05,8153.76,8.4293,0.03,392,2388,100,39.13,23.4381,48.0
test_FD001,999132,32,139,1/22/2018 6:36,AXM,WMKP,WMKK,0.0035,-0.0001,100,518.67,1562.27,1592.99,1409.87,14.62,21.61,554.01,2388.08,9087.75,1.3,47.31,521.95,2387.99,8166.96,8.438,0.03,394,2388,100,39.02,23.2814,48.0
test_FD001,999132,32,144,1/23/2018 1:14,AXM,WBGS,WMKK,0.0004,-0.0002,100,518.67,1561.62,1597.85,1410.235,14.62,21.61,553.54,2388.01,9097.38,1.3,47.43,521.5,2388.03,8177.28,8.4323,0.03,393,2388,100,38.96,23.3103,48.0
test_FD001,999132,32,117,1/19/2018 1:55,AXM,WMKK,WMKL,0.0018,-0.0003,100,518.67,1561.41,1586.16,1406.66,14.62,21.61,553.84,2387.94,9081.11,1.3,47.26,522.88,2388.02,8161.88,8.4382,0.03,393,2388,100,39.02,23.3414,48.0
test_FD001,999132,32,52,1/10/2018 2:50,AXM,WIII,WMKK,0.0003,-0.0004,100,518.67,1561.5,1582.08,1395.51,14.62,21.61,554.69,2387.97,9066.99,1.3,47.15,522.72,2388.01,8147.41,8.3996,0.03,392,2388,100,38.82,23.4306,48.0
test_FD001,999132,32,117,1/19/2018 1:55,AXM,WMKK,WMKL,0.0018,-0.0003,100,518.67,1561.41,1586.16,1406.66,14.62,21.61,553.84,2387.94,9081.11,1.3,47.26,522.88,2388.02,8161.88,8.4382,0.03,393,2388,100,39.02,23.3414,48.0
test_FD001,999132,32,77,1/13/2018 3:52,AXM,WMKC,WMKK,-0.0047,-0.0004,100,518.67,1561.0700000000002,1587.68,1390.44,14.62,21.61,554.7,2387.97,9077.09,1.3,47.17,522.2,2387.96,8155.47,8.4092,0.03,391,2388,100,39.04,23.4635,48.0
test_FD001,999132,32,53,1/10/2018 4:45,AXM,WMKK,WIII,-0.002,-0.0003,100,518.67,1561.36,1581.75,1400.55,14.62,21.61,554.44,2388.01,9070.87,1.3,47.17,522.45,2387.98,8153.7,8.3873,0.03,393,2388,100,38.97,23.3941,48.0
test_FD001,999132,32,106,1/17/2018 3:43,AXM,WMKK,WBKL,0.0032,-0.0003,100,518.67,1561.18,1588.04,1405.64,14.62,21.61,554.37,2387.99,9083.36,1.3,47.34,521.57,2387.99,8151.82,8.4407,0.03,391,2388,100,38.85,23.3636,48.0
test_FD001,999132,32,56,1/10/2018 16:13,AXM,WMKK,,0.0012,0.0003,100,518.67,1561.26,1580.45,1408.96,14.62,21.61,554.61,2388.01,9068.46,1.3,47.34,522.42,2387.97,8154.44,8.4008,0.03,392,2388,100,38.98,23.4422,48.0
test_FD001,999132,32,120,1/19/2018 8:30,AXM,WARR,WMKK,0.0002,-0.0004,100,518.67,1562.6,1588.38,1408.04,14.62,21.61,554.01,2388.05,9088.51,1.3,47.3,521.87,2388.07,8160.62,8.3911,0.03,393,2388,100,38.95,23.3261,48.0
test_FD001,999132,32,50,1/9/2018 20:32,AXM,WBKW,WMKK,0.0003,0.0003,100,518.67,1561.75,1584.35,1398.47,14.62,21.6,554.29,2387.99,9064.27,1.3,47.08,522.83,2387.99,8153.55,8.3818,0.03,390,2388,100,39.15,23.4114,48.0
test_FD001,999132,32,96,1/15/2018 22:04,AXM,WMKP,WMKK,0.0004,0.0004,100,518.67,1561.67,1580.06,1399.15,14.62,21.61,553.97,2388.0,9071.74,1.3,47.18,522.3,2388.06,8158.72,8.4125,0.03,392,2388,100,39.09,23.3995,48.0
test_FD001,999132,32,122,1/19/2018 16:52,AXM,WMKK,VDSR,-0.0011,0.0002,100,518.67,1561.96,1586.59,1407.9,14.62,21.61,553.56,2388.02,9077.75,1.3,47.26,521.82,2387.97,8163.41,8.4198,0.03,394,2388,100,39.02,23.3983,48.0
test_FD001,999132,32,86,1/14/2018 9:00,AXM,WARR,WMKK,0.0019,-0.0003,100,518.67,1561.38,1581.61,1401.8,14.62,21.61,553.95,2387.98,9072.65,1.3,47.21,522.3,2388.03,8155.76,8.3845,0.03,391,2388,100,38.94,23.3621,48.0
test_FD001,999132,32,86,1/14/2018 9:00,AXM,WARR,WMKK,0.0019,-0.0003,100,518.67,1561.38,1581.61,1401.8,14.62,21.61,553.95,2387.98,9072.65,1.3,47.21,522.3,2388.03,8155.76,8.3845,0.03,391,2388,100,38.94,23.3621,48.0
test_FD001,999132,32,118,1/19/2018 3:22,AXM,WMKL,WMKK,-0.0006,-0.0003,100,518.67,1561.8300000000002,1590.83,1410.1,14.62,21.61,553.62,2388.08,9071.63,1.3,47.31,522.28,2388.02,8166.34,8.4117,0.03,392,2388,100,38.81,23.4258,48.0
test_FD001,999132,32,82,1/13/2018 22:09,AXM,WAAA,WMKK,0.0001,0.0002,100,518.67,1561.24,1590.84,1395.39,14.62,21.61,554.28,2388.02,9075.43,1.3,47.08,522.15,2387.95,8156.35,8.3924,0.03,392,2388,100,38.92,23.3575,48.0
test_FD001,999132,32,108,1/17/2018 15:30,AXM,WMKK,VMMC,-0.001,0.0002,100,518.67,1561.15,1584.08,1401.33,14.62,21.61,554.64,2388.04,9081.62,1.3,47.18,522.15,2388.02,8161.99,8.3843,0.03,392,2388,100,38.99,23.3373,48.0
test_FD001,999132,32,108,1/17/2018 15:30,AXM,WMKK,VMMC,-0.001,0.0002,100,518.67,1561.15,1584.08,1401.33,14.62,21.61,554.64,2388.04,9081.62,1.3,47.18,522.15,2388.02,8161.99,8.3843,0.03,392,2388,100,38.99,23.3373,48.0
test_FD001,999132,32,58,1/10/2018 17:35,AXM,WMKK,WMKK,0.0024,0.0005,100,518.67,1561.41,1586.37,1406.4,14.62,21.61,554.31,2387.98,9067.26,1.3,47.12,522.31,2388.02,8146.14,8.3861,0.03,391,2388,100,39.2,23.3888,48.0
test_FD001,999132,32,104,1/16/2018 22:50,AXM,WMKK,VDSV,0.0017,0.0,100,518.67,1561.68,1582.46,1404.64,14.62,21.61,554.21,2388.02,9083.93,1.3,47.47,522.07,2387.98,8158.82,8.3867,0.03,392,2388,100,38.81,23.3026,48.0
test_FD001,999132,32,71,1/12/2018 8:14,AXM,WBGS,WMKK,0.0018,0.0002,100,518.67,1561.41,1590.71,1400.6,14.62,21.61,554.92,2387.99,9067.08,1.3,47.16,522.21,2387.98,8153.66,8.391,0.03,391,2388,100,38.75,23.4182,48.0
test_FD001,999132,32,134,1/21/2018 19:10,AXM,WMKK,RPMD,0.0012,-0.0002,100,518.67,1561.2800000000002,1591.86,1405.08,14.62,21.61,553.52,2388.01,9079.97,1.3,47.44,521.66,2388.0,8169.05,8.4227,0.03,393,2388,100,38.88,23.3362,48.0
test_FD001,999132,32,66,1/11/2018 23:57,AXM,WMKK,WBSB,-0.0004,-0.0003,100,518.67,1561.5400000000002,1585.04,1400.23,14.62,21.61,553.88,2388.04,9078.1,1.3,47.28,522.56,2387.96,8151.68,8.4221,0.03,392,2388,100,39.01,23.3697,48.0
test_FD001,999132,32,39,1/8/2018 2:43,AXM,WMKK,VHHH,0.0014,0.0003,100,518.67,1561.1,1585.03,1400.42,14.62,21.61,554.49,2387.95,9064.42,1.3,47.07,522.41,2387.99,8146.72,8.3681,0.03,391,2388,100,39.15,23.3322,48.0
test_FD001,999132,32,5,1/1/2018 6:27,AXM,VTBD,WMKK,0.0017,0.0004,100,518.67,1561.7,1582.79,1401.09,14.62,21.61,554.4,2387.99,9074.31,1.3,47.1,522.52,2387.96,8150.86,8.3891,0.03,391,2388,100,39.03,23.3621,48.0
test_FD001,999132,32,103,1/16/2018 19:36,AXM,VDSR,WMKK,0.0005,-0.0001,100,518.67,1561.51,1587.94,1391.88,14.62,21.61,554.3,2387.98,9072.22,1.3,47.34,521.84,2388.06,8160.99,8.413,0.03,392,2388,100,38.86,23.4188,48.0
test_FD001,999132,32,142,1/22/2018 20:35,AXM,WBGG,WMKK,0.0014,0.0005,100,518.67,1562.13,1590.71,1408.99,14.62,21.61,553.87,2388.04,9102.19,1.3,47.41,521.9,2388.02,8175.01,8.417,0.03,393,2388,100,38.61,23.2316,48.0
test_FD001,999132,32,91,1/15/2018 6:53,AXM,WARR,WMKK,-0.0002,0.0004,100,518.67,1561.6,1590.79,1395.72,14.62,21.61,554.18,2387.98,9081.1,1.3,47.28,522.1,2388.04,8159.2,8.4277,0.03,391,2388,100,39.07,23.2482,48.0
test_FD001,999132,32,53,1/10/2018 4:45,AXM,WMKK,WIII,-0.002,-0.0003,100,518.67,1561.36,1581.75,1400.55,14.62,21.61,554.44,2388.01,9070.87,1.3,47.17,522.45,2387.98,8153.7,8.3873,0.03,393,2388,100,38.97,23.3941,48.0
test_FD001,999132,32,76,1/13/2018 2:33,AXM,WMKK,WMKC,-0.0021,0.0003,100,518.67,1561.16,1586.79,1401.62,14.62,21.6,554.29,2387.96,9072.61,1.3,47.11,522.23,2388.03,8149.48,8.4261,0.03,392,2388,100,39.02,23.4069,48.0
test_FD001,999132,32,58,1/10/2018 17:35,AXM,WMKK,WMKK,0.0024,0.0005,100,518.67,1561.41,1586.37,1406.4,14.62,21.61,554.31,2387.98,9067.26,1.3,47.12,522.31,2388.02,8146.14,8.3861,0.03,391,2388,100,39.2,23.3888,48.0
test_FD001,999132,32,61,1/11/2018 3:09,AXM,VTCC,WMKK,0.0008,-0.0003,100,518.67,1561.26,1586.57,1396.0,14.62,21.61,554.59,2388.02,9065.83,1.3,47.36,522.49,2388.0,8150.87,8.4008,0.03,390,2388,100,39.02,23.5252,48.0
test_FD001,999132,32,137,1/22/2018 5:18,AXM,WMKK,WMKP,-0.0032,0.0,100,518.67,1561.9,1594.13,1401.36,14.62,21.61,553.33,2388.01,9091.02,1.3,47.38,521.81,2387.98,8170.41,8.4041,0.03,395,2388,100,38.71,23.3917,48.0
test_FD001,999132,32,6,1/1/2018 16:37,AXM,WMKK,VMMC,0.0009,-0.0002,100,518.67,1561.61,1578.2,1396.14,14.62,21.6,554.24,2387.95,9068.17,1.3,47.27,522.37,2388.01,8148.66,8.4048,0.03,392,2388,100,38.98,23.4563,48.0
test_FD001,999132,32,33,1/6/2018 22:26,AXM,WAAA,WMKK,-0.0002,-0.0002,100,518.67,1561.2900000000002,1584.21,1392.21,14.62,21.61,554.65,2387.97,9071.29,1.3,47.12,522.85,2388.01,8149.49,8.409,0.03,392,2388,100,39.15,23.3493,48.0
test_FD001,999132,32,83,1/14/2018 2:21,AXM,WMKK,WMKL,0.0,0.0002,100,518.67,1561.36,1589.36,1390.65,14.62,21.61,554.21,2388.03,9078.6,1.3,47.16,522.25,2387.93,8157.08,8.3918,0.03,392,2388,100,38.98,23.3544,48.0
test_FD001,999132,32,139,1/22/2018 6:36,AXM,WMKP,WMKK,0.0035,-0.0001,100,518.67,1562.27,1592.99,1409.87,14.62,21.61,554.01,2388.08,9087.75,1.3,47.31,521.95,2387.99,8166.96,8.438,0.03,394,2388,100,39.02,23.2814,48.0
test_FD001,999132,32,128,1/20/2018 6:14,AXM,VTSP,WMKK,-0.0044,0.0004,100,518.67,1561.61,1584.2,1405.31,14.62,21.61,552.89,2388.05,9082.46,1.3,47.34,521.79,2388.0,8168.08,8.3914,0.03,393,2388,100,38.9,23.3284,48.0
test_FD001,999132,32,126,1/20/2018 2:57,AXM,WMKK,VTSP,0.003,-0.0005,100,518.67,1562.0400000000002,1588.34,1403.81,14.62,21.61,553.72,2387.99,9082.61,1.3,47.26,522.48,2388.06,8162.36,8.4013,0.03,393,2388,100,39.05,23.3539,48.0
test_FD001,999132,32,105,1/17/2018 1:10,AXM,VDSV,WMKK,0.0019,-0.0001,100,518.67,1561.62,1581.86,1400.65,14.62,21.61,554.09,2388.02,9085.8,1.3,47.3,522.32,2387.95,8153.15,8.4308,0.03,392,2388,100,39.03,23.328,48.0
test_FD001,999132,32,81,1/13/2018 18:14,AXM,WMKK,WAAA,-0.0029,0.0,100,518.67,1561.44,1585.81,1402.62,14.62,21.61,553.85,2388.01,9073.02,1.3,47.25,521.93,2388.02,8152.13,8.4161,0.03,392,2388,100,38.97,23.4418,48.0
test_FD001,999132,32,4,1/1/2018 3:46,AXM,WMKK,VTBD,0.0026,0.0003,100,518.67,1561.0300000000002,1586.05,1405.57,14.62,21.6,554.8,2387.97,9073.6,1.3,47.2,522.52,2388.03,8153.11,8.4107,0.03,391,2388,100,39.1,23.3432,48.0
test_FD001,999132,32,51,1/9/2018 23:55,AXM,WMKK,WIII,0.0017,0.0005,100,518.67,1561.5400000000002,1582.13,1401.46,14.62,21.61,554.04,2387.91,9070.33,1.3,47.17,522.57,2387.96,8146.61,8.3899,0.03,392,2388,100,39.01,23.5487,48.0
test_FD001,999132,32,105,1/17/2018 1:10,AXM,VDSV,WMKK,0.0019,-0.0001,100,518.67,1561.62,1581.86,1400.65,14.62,21.61,554.09,2388.02,9085.8,1.3,47.3,522.32,2387.95,8153.15,8.4308,0.03,392,2388,100,39.03,23.328,48.0
test_FD001,999132,32,18,1/3/2018 19:52,AXM,VDPP,WMKK,-0.0001,0.0005,100,518.67,1561.0800000000002,1585.71,1394.19,14.62,21.61,555.08,2387.98,9065.2,1.3,47.06,522.93,2387.98,8154.58,8.4221,0.03,392,2388,100,38.97,23.4265,48.0
test_FD001,999132,32,88,1/14/2018 22:01,AXM,WAAA,WMKK,-0.0026,-0.0002,100,518.67,1561.17,1583.29,1398.64,14.62,21.61,554.58,2388.02,9066.83,1.3,47.25,522.18,2387.94,8156.19,8.3962,0.03,391,2388,100,38.95,23.4741,48.0
test_FD001,999132,32,68,1/12/2018 2:50,AXM,WBSB,WMKK,-0.0021,-0.0001,100,518.67,1561.65,1577.53,1403.19,14.62,21.61,554.34,2388.03,9071.54,1.3,47.22,521.86,2387.96,8150.82,8.3841,0.03,391,2388,100,39.03,23.32,48.0
test_FD001,999191,91,43,1/8/2018 18:55,AXM,VVNB,WMKK,0.003,-0.0003,100,518.67,1562.15,1587.32,1410.565,14.62,21.61,553.76,2388.12,9051.73,1.3,47.55,521.14,2388.1,8128.19,8.4304,0.03,395,2388,100,38.79,23.2888,38.0
test_FD001,999191,91,210,1/27/2018 19:03,AXM,VVNB,WMKK,0.0016,-0.0005,100,518.67,1562.61,1600.38,1413.08,14.62,21.61,552.35,2388.23,9046.68,1.3,47.9,520.78,2388.22,8128.15,8.5075,0.03,394,2388,100,38.64,23.152,38.0
test_FD001,999191,91,158,1/22/2018 16:26,AXM,WMKK,VVNB,-0.0016,0.0002,100,518.67,1562.51,1590.82,1414.86,14.62,21.61,552.73,2388.13,9044.88,1.3,47.83,521.39,2388.15,8132.68,8.4494,0.03,394,2388,100,38.68,23.2174,38.0
test_FD001,999191,91,156,1/22/2018 8:31,AXM,WIMM,WMKK,-0.0015,0.0001,100,518.67,1562.2,1591.75,1410.59,14.62,21.61,552.99,2388.16,9052.54,1.3,47.78,521.13,2388.19,8124.89,8.4553,0.03,394,2388,100,38.89,23.1795,38.0
test_FD001,999191,91,36,1/7/2018 8:43,AXM,WIMM,WMKK,0.0034,0.0,100,518.67,1561.59,1592.9,1411.6,14.62,21.61,552.71,2388.07,9046.24,1.3,47.68,521.47,2388.14,8134.36,8.451,0.03,392,2388,100,39.05,23.286,38.0
test_FD001,999191,91,208,1/27/2018 15:00,AXM,WMKK,VVNB,-0.003,-0.0001,100,518.67,1562.45,1593.96,1413.98,14.62,21.61,552.08,2388.19,9054.28,1.3,47.99,520.98,2388.21,8129.96,8.4879,0.03,394,2388,100,38.54,23.205,38.0
test_FD001,999191,91,171,1/23/2018 19:56,AXM,VVNB,WMKK,0.005,0.0001,100,518.67,1562.59,1594.34,1412.055,14.62,21.61,553.46,2388.15,9050.14,1.3,47.79,520.52,2388.15,8123.2,8.4513,0.03,393,2388,100,38.68,23.1697,38.0
test_FD001,999191,91,145,1/21/2018 16:34,AXM,WMKK,VVNB,-0.0027,-0.0003,100,518.67,1562.69,1590.16,1409.05,14.62,21.61,552.6,2388.12,9049.88,1.3,47.74,521.54,2388.17,8128.39,8.4394,0.03,394,2388,100,38.77,23.3385,38.0
test_FD001,999191,91,14,1/5/2018 3:44,AXM,WBKS,WMKK,-0.002,-0.0002,100,518.67,1562.41,1591.23,1410.93,14.62,21.61,553.72,2388.11,9053.54,1.3,47.55,521.61,2388.06,8128.67,8.4248,0.03,391,2388,100,38.73,23.2526,38.0
test_FD001,999191,91,211,1/27/2018 20:11,AXM,VVNB,WMKK,-0.0024,0.0004,100,518.67,1562.68,1593.51,1414.865,14.62,21.61,552.25,2388.2,9046.32,1.3,47.76,520.24,2388.18,8126.38,8.4682,0.03,394,2388,100,38.55,23.2084,38.0
test_FD001,999191,91,225,1/29/2018 5:25,AXM,WMKK,WIMM,-0.0014,-0.0003,100,518.67,1562.65,1593.35,1415.04,14.62,21.61,552.55,2388.18,9050.57,1.3,47.82,520.36,2388.24,8122.95,8.443,0.03,395,2388,100,38.62,23.1413,38.0
test_FD001,999191,91,100,1/16/2018 0:09,AXM,WMKK,WBKS,-0.0008,0.0,100,518.67,1562.0300000000002,1592.02,1410.515,14.62,21.61,552.65,2388.17,9045.52,1.3,47.51,521.17,2388.12,8135.12,8.4665,0.03,392,2388,100,38.78,23.3033,38.0
test_FD001,999191,91,169,1/23/2018 8:01,AXM,WIMM,WMKK,0.0008,0.0003,100,518.67,1561.74,1587.08,1416.675,14.62,21.61,552.61,2388.14,9050.82,1.3,47.91,520.36,2388.14,8128.97,8.4626,0.03,394,2388,100,38.78,23.1494,38.0
test_FD001,999191,91,182,1/25/2018 2:28,AXM,WBKS,WMKK,0.0012,0.0002,100,518.67,1561.46,1588.51,1415.24,14.62,21.61,552.74,2388.18,9052.79,1.3,47.79,520.85,2388.15,8126.49,8.4755,0.03,394,2388,100,38.59,23.1777,38.0
test_FD001,999191,91,209,1/27/2018 16:21,AXM,WMKK,VVNB,0.0017,-0.0002,100,518.67,1562.18,1586.29,1414.66,14.62,21.61,552.34,2388.19,9050.51,1.3,48.0,520.61,2388.16,8129.59,8.4686,0.03,394,2388,100,38.67,23.2261,38.0
test_FD001,999191,91,172,1/23/2018 23:50,AXM,WMKK,WBKS,-0.0004,-0.0005,100,518.67,1562.18,1591.72,1413.155,14.62,21.61,552.82,2388.15,9052.99,1.3,47.58,520.37,2388.17,8126.22,8.4837,0.03,395,2388,100,38.8,23.1924,38.0
test_FD001,999191,91,41,1/8/2018 15:05,AXM,WMKK,VVNB,-0.0035,-0.0001,100,518.67,1561.88,1585.31,1409.89,14.62,21.61,553.34,2388.16,9041.62,1.3,47.68,521.33,2388.07,8125.43,8.4816,0.03,393,2388,100,38.81,23.3183,38.0
test_FD001,999191,91,2,1/1/2018 12:45,AXM,VVTS,WMKK,0.0056,0.0003,100,518.67,1562.0400000000002,1588.71,1403.9,14.62,21.61,552.79,2388.15,9039.31,1.3,47.6,521.3,2388.14,8131.52,8.4654,0.03,393,2388,100,38.75,23.255,38.0
test_FD001,999191,91,49,1/9/2018 6:29,AXM,WMKK,WIMM,-0.0039,0.0002,100,518.67,1562.35,1585.12,1411.46,14.62,21.61,553.83,2388.17,9045.32,1.3,47.73,521.25,2388.12,8132.05,8.4341,0.03,393,2388,100,38.89,23.3057,38.0
test_FD001,999191,91,78,1/13/2018 9:34,AXM,WBGR,WMKK,-0.0043,0.0005,100,518.67,1561.89,1597.36,1405.75,14.62,21.61,553.38,2388.11,9046.41,1.3,47.85,521.35,2388.14,8125.7,8.4655,0.03,394,2388,100,38.81,23.4182,38.0
test_FD001,999191,91,194,1/26/2018 0:03,AXM,WMKK,WBKS,-0.0006,-0.0004,100,518.67,1561.5800000000002,1592.93,1415.135,14.62,21.61,553.09,2388.16,9052.32,1.3,47.68,520.58,2388.21,8125.44,8.4574,0.03,395,2388,100,38.7,23.1509,38.0
test_FD001,999191,91,164,1/23/2018 2:14,AXM,WBKS,WMKK,-0.0022,0.0,100,518.67,1561.93,1593.65,1411.02,14.62,21.61,552.59,2388.19,9049.42,1.3,47.75,520.89,2388.13,8131.11,8.4772,0.03,393,2388,100,38.64,23.3322,38.0
test_FD001,999191,91,201,1/26/2018 15:11,AXM,WMKK,VVNB,-0.0003,0.0,100,518.67,1562.5,1590.78,1414.485,14.62,21.61,551.98,2388.18,9046.32,1.3,47.83,520.99,2388.17,8120.58,8.49,0.03,393,2388,100,38.55,23.2922,38.0
test_FD001,999191,91,86,1/14/2018 15:11,AXM,WMKK,VVNB,0.0022,-0.0004,100,518.67,1562.22,1597.17,1410.245,14.62,21.61,553.72,2388.15,9051.52,1.3,47.61,521.45,2388.19,8127.75,8.4544,0.03,393,2388,100,38.76,23.3346,38.0
test_FD001,999191,91,178,1/24/2018 20:10,AXM,VVNB,WMKK,0.0007,-0.0003,100,518.67,1562.66,1590.01,1410.62,14.62,21.61,552.69,2388.1,9050.25,1.3,47.86,520.68,2388.14,8127.26,8.4357,0.03,394,2388,100,38.7,23.2764,38.0
test_FD001,999191,91,187,1/25/2018 7:03,AXM,WIMM,WMKK,0.0024,0.0002,100,518.67,1562.51,1593.96,1414.43,14.62,21.61,552.53,2388.19,9049.19,1.3,47.74,520.7,2388.16,8126.22,8.4743,0.03,395,2388,100,38.62,23.2165,38.0
test_FD001,999191,91,166,1/23/2018 5:27,AXM,WMKK,WIMM,-0.002,0.0004,100,518.67,1561.87,1589.74,1409.47,14.62,21.61,553.27,2388.18,9052.39,1.3,47.62,520.91,2388.16,8123.13,8.4574,0.03,393,2388,100,38.77,23.2941,38.0
test_FD001,999191,91,193,1/25/2018 22:44,AXM,WMKK,WBKS,0.0016,0.0001,100,518.67,1562.89,1600.2,1411.725,14.62,21.61,552.3,2388.23,9045.19,1.3,47.71,520.34,2388.14,8125.35,8.4749,0.03,394,2388,100,38.73,23.0804,38.0
test_FD001,999191,91,213,1/28/2018 0:09,AXM,WMKK,WBKS,0.0003,-0.0002,100,518.67,1562.16,1592.26,1414.01,14.62,21.61,552.02,2388.23,9043.12,1.3,47.96,520.63,2388.25,8124.68,8.4552,0.03,394,2388,100,38.62,23.2297,38.0
test_FD001,999191,91,116,1/18/2018 3:22,AXM,WBKS,WMKK,0.001,-0.0003,100,518.67,1562.13,1594.26,1406.32,14.62,21.61,553.06,2388.12,9051.7,1.3,47.52,522.09,2388.11,8129.56,8.4424,0.03,393,2388,100,38.87,23.2941,38.0
test_FD001,999191,91,65,1/11/2018 16:12,AXM,WMKK,VVNB,-0.0006,-0.0005,100,518.67,1562.0400000000002,1587.33,1406.99,14.62,21.61,553.66,2388.14,9044.4,1.3,47.48,521.57,2388.15,8127.49,8.3941,0.03,393,2388,100,38.89,23.2457,38.0
test_FD001,999191,91,96,1/15/2018 8:10,AXM,WIMM,WMKK,-0.0041,0.0,100,518.67,1561.92,1590.47,1411.01,14.62,21.61,553.47,2388.12,9049.74,1.3,47.66,521.03,2388.1,8123.83,8.4305,0.03,393,2388,100,38.72,23.3343,38.0
test_FD001,999191,91,205,1/27/2018 0:12,AXM,WMKK,WBKS,-0.0001,-0.0005,100,518.67,1562.2,1597.16,1413.84,14.62,21.61,552.99,2388.2,9049.44,1.3,47.95,520.44,2388.15,8125.47,8.4592,0.03,393,2388,100,38.54,23.2274,38.0
test_FD001,999191,91,117,1/18/2018 5:54,AXM,WMKK,WMKP,0.0021,0.0004,100,518.67,1562.01,1591.37,1407.59,14.62,21.61,553.16,2388.17,9046.86,1.3,47.35,521.13,2388.18,8125.24,8.4642,0.03,392,2388,100,38.77,23.2581,38.0
test_FD001,999191,91,172,1/23/2018 23:50,AXM,WMKK,WBKS,-0.0004,-0.0005,100,518.67,1562.18,1591.72,1413.155,14.62,21.61,552.82,2388.15,9052.99,1.3,47.58,520.37,2388.17,8126.22,8.4837,0.03,395,2388,100,38.8,23.1924,38.0
test_FD001,999191,91,94,1/15/2018 6:58,AXM,WMKK,WIMM,0.0007,0.0003,100,518.67,1561.98,1583.87,1411.125,14.62,21.61,553.51,2388.12,9054.63,1.3,47.71,521.05,2388.16,8127.37,8.4214,0.03,394,2388,100,38.82,23.2532,38.0
test_FD001,999191,91,40,1/8/2018 2:13,AXM,WBKS,WMKK,0.0012,0.0001,100,518.67,1562.69,1587.74,1413.985,14.62,21.61,553.67,2388.16,9042.27,1.3,47.6,521.56,2388.1,8128.94,8.4143,0.03,392,2388,100,38.65,23.2964,38.0
test_FD001,999191,91,1,1/1/2018 10:22,AXM,WMKK,VVTS,0.0019,-0.0004,100,518.67,1562.24,1591.39,1403.1,14.62,21.61,553.3,2388.12,9053.39,1.3,47.51,520.91,2388.15,8133.2,8.4285,0.03,392,2388,100,38.73,23.2484,38.0
